,mass_grams,fall,year,reclat,reclong,elevation,FIPS,area_sqkm,BARE,CROPL,FOREST,GRSL,SHRUBL,SPARSE_VEGETATION,URBAN,WATER,WETL,Achrondrite,Chrondrite,Iron,Mesosiderite,Pallasite
436,12.4,1,1969,34.38167,-103.39167,1315.0,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,0,1,0,0,0
437,929.4,1,1969,34.26667,-103.38333,1246.0,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,0,1,0,0,0
438,12880.0,1,1935,34.0,-105.5,1897.0,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,0,0,1,0,0
439,2300.0,1,1933,32.73333,-103.1,1101.0,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,0,1,0,0,0
440,1600.0,1,1933,32.73333,-103.1,1101.0,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,0,1,0,0,0
441,10900.0,1,1972,33.9,-103.55333,1376.0,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,1,0,0,0,0
442,453.0,1,1972,33.70833,-103.76667,1334.0,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,0,1,0,0,0
443,12900.0,1,1891,32.9,-107.73333,2200.0,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,0,0,1,0,0
444,2386.0,1,1978,34.46667,-103.92167,1298.0,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,0,1,0,0,0
445,30000.0,1,1933,34.45,-104.13333,1257.0,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,0,1,0,0,0
446,4798.0,1,2005,33.00383,-105.85083,1865.0,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,0,1,0,0,0
447,46500.0,1,1955,32.62972,-104.35,996.0,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,0,1,0,0,0
448,498.0,1,1988,32.03333,-103.15,909.0,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,0,1,0,0,0
449,11.0,1,1988,32.03333,-103.16667,908.0,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,1,0,0,0,0
450,4.91,1,1999,32.04333,-103.15333,909.0,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,0,1,0,0,0
451,4416.0,1,1983,34.00833,-103.60278,1331.0,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,0,1,0,0,0
452,94.5,1,1978,34.8125,-106.79167,1583.0,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,0,1,0,0,0
453,7000.0,1,1896,34.0,-106.96667,1615.0,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,0,0,1,0,0
454,42000.0,1,1984,34.21667,-103.91667,1340.0,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,0,1,0,0,0
455,36400.0,1,1933,34.38333,-103.61667,1303.0,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,0,1,0,0,0
456,50.5,1,1971,34.39833,-103.605,1319.0,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,1,0,0,0,0
457,88000.0,1,1970,36.23,-104.11889,1888.0,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,0,1,0,0,0
458,34.0,1,1981,33.63333,-103.33333,1278.0,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,0,1,0,0,0
459,330.0,1,1975,34.98333,-106.05,1888.0,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,0,1,0,0,0
460,1800.0,1,1963,35.75,-103.93333,1661.0,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,0,1,0,0,0
461,130.0,1,1935,34.5,-107.0,1587.0,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,0,0,1,0,0
462,6400.0,1,1986,36.29533,-105.04833,2554.0,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,0,0,1,0,0
463,606.0,1,1968,34.22833,-103.35833,1243.0,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,0,1,0,0,0
464,513.0,1,1971,32.37167,-106.25833,1235.0,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,0,1,0,0,0
465,3600.0,1,1895,33.63333,-106.38333,1960.0,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,0,0,1,0,0
466,28.0,1,1970,35.16667,-105.98333,1931.0,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,0,1,0,0,0
467,1482.0,1,1954,36.5,-104.5,1828.0,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,1,0,0,0,0
468,618.0,1,1999,33.66667,-108.1,2659.0,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,0,1,0,0,0
469,22000.0,1,1952,33.2,-105.0,1553.0,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,0,0,1,0,0
470,17850.0,1,1928,32.66667,-105.1,1661.0,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,0,0,1,0,0
471,18000.0,1,1956,36.5,-104.5,1828.0,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,0,0,1,0,0
472,800.0,1,1954,36.5,-104.5,1828.0,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,0,1,0,0,0
473,3240.0,1,1967,34.06667,-103.5,1301.0,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,0,1,0,0,0
474,595.8,1,1967,34.06667,-103.5,1301.0,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,0,1,0,0,0
475,6000.0,1,1967,34.1,-103.41667,1263.0,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,0,1,0,0,0
476,7.7,1,1944,34.4,-106.85,1442.0,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,0,1,0,0,0
477,12100.0,1,1982,34.76778,-103.55,1411.0,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,0,1,0,0,0
478,11800.0,1,1980,34.78333,-103.66667,1462.0,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,0,1,0,0,0
479,1001.0,1,2011,35.3,-106.63333,1621.0,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,0,1,0,0,0
480,5.2,1,1979,34.08333,-103.5,1294.0,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,0,1,0,0,0
481,25.3,1,1979,34.08333,-103.5,1294.0,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,0,1,0,0,0
482,2.1,1,1979,34.08333,-103.5,1294.0,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,0,1,0,0,0
483,982.0,1,1974,34.065,-103.40833,1279.0,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,0,1,0,0,0
484,462.0,1,1968,33.78333,-103.56667,1349.0,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,0,1,0,0,0
485,18.2,1,1973,33.71667,-103.65,1365.0,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,0,1,0,0,0
486,30.3,1,1976,33.88333,-103.56667,1365.0,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,0,1,0,0,0
487,882.0,1,1977,34.08333,-103.5,1294.0,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,0,1,0,0,0
488,12.0,1,1978,34.21667,-103.28333,1245.0,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,0,1,0,0,0
489,9.7,1,1979,34.08333,-103.5,1294.0,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,0,1,0,0,0
490,23.6,1,1979,33.08333,-103.5,1254.0,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,0,1,0,0,0
491,2.9,1,1980,33.75,-103.13333,1228.0,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,0,1,0,0,0
492,173.1,1,1981,34.1,-103.48333,1288.0,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,0,1,0,0,0
493,35.2,1,1981,34.1,-103.48333,1288.0,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,0,1,0,0,0
494,74.7,1,1981,34.1,-103.48333,1288.0,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,0,1,0,0,0
495,16.3,1,1981,34.1,-103.48333,1288.0,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,0,1,0,0,0
496,138.2,1,1981,34.1,-103.48333,1288.0,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,0,1,0,0,0
497,177.8,1,1981,34.21667,-103.2,1233.0,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,0,1,0,0,0
498,10.8,1,1981,34.31667,-103.41667,1269.0,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,0,1,0,0,0
499,450.0,1,1982,34.11667,-103.56667,1282.0,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,0,1,0,0,0
500,528.0,1,1983,34.13333,-103.56667,1282.0,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,0,1,0,0,0
501,96.0,1,1983,33.81806,-103.20694,1249.0,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,0,1,0,0,0
502,8.7,1,1983,34.21667,-103.28333,1245.0,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,0,1,0,0,0
503,59.2,1,1984,34.18333,-103.23333,1227.0,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,0,1,0,0,0
504,5.6,1,1984,34.08333,-103.5,1294.0,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,0,1,0,0,0
505,4.3,1,1984,34.08333,-103.5,1294.0,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,0,1,0,0,0
506,12.4,1,1984,34.15,-104.01667,1276.0,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,0,1,0,0,0
507,22.3,1,1984,33.8,-103.25,1261.0,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,1,0,0,0,0
508,67.3,1,1984,34.08333,-103.5,1294.0,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,0,1,0,0,0
509,4.9,1,1984,34.08333,-103.5,1294.0,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,0,1,0,0,0
510,3.1,1,1984,34.28333,-103.43333,1249.0,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,0,1,0,0,0
511,397.1,1,1984,33.78333,-103.55,1345.0,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,0,1,0,0,0
512,141.1,1,1968,34.08333,-103.5,1294.0,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,0,1,0,0,0
513,21.8,1,1968,34.08333,-103.5,1294.0,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,0,1,0,0,0
514,118.5,1,1968,34.08333,-103.61667,1287.0,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,0,1,0,0,0
515,81.59999999999998,1,1968,34.08333,-103.61667,1287.0,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,0,1,0,0,0
516,65.2,1,1968,34.08333,-103.61667,1287.0,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,0,1,0,0,0
517,94.3,1,1968,34.08333,-103.51667,1282.0,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,0,1,0,0,0
518,49.4,1,1968,34.3,-103.45,1256.0,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,0,1,0,0,0
519,38.0,1,1969,34.08333,-103.5,1294.0,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,0,1,0,0,0
520,71.1,1,1969,34.08333,-103.5,1294.0,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,0,1,0,0,0
521,32.4,1,1969,34.08333,-103.5,1294.0,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,0,1,0,0,0
522,32.6,1,1969,34.08333,-103.51667,1282.0,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,0,1,0,0,0
523,52.1,1,1969,34.08333,-103.61667,1287.0,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,0,1,0,0,0
524,439.1,1,1970,34.25,-103.51667,1246.0,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,0,1,0,0,0
525,55.5,1,1970,34.23333,-103.25,1238.0,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,0,1,0,0,0
526,120.4,1,1970,34.1,-103.48333,1288.0,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,0,1,0,0,0
527,30.3,1,1970,34.13333,-103.36667,1243.0,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,0,1,0,0,0
528,57.3,1,1970,33.61667,-103.45,1306.0,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,0,1,0,0,0
529,22.8,1,1971,34.08333,-103.5,1294.0,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,0,1,0,0,0
530,13.1,1,1971,34.08333,-103.5,1294.0,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,0,1,0,0,0
531,29.4,1,1971,34.21667,-103.35,1239.0,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,0,1,0,0,0
532,17.7,1,1971,34.1,-103.48333,1288.0,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,0,1,0,0,0
533,10.8,1,1971,33.88333,-103.7,1360.0,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,0,1,0,0,0
534,361.5,1,1971,34.3,-103.43333,1257.0,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,0,1,0,0,0
535,7.9,1,1971,34.3,-103.43333,1257.0,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,0,1,0,0,0
536,10.3,1,1972,34.41667,-103.58333,1338.0,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,0,1,0,0,0
537,7.7,1,1973,34.21667,-103.28333,1245.0,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,0,1,0,0,0
538,12.0,1,1968,34.08333,-103.5,1294.0,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,0,1,0,0,0
539,26.2,1,1968,34.08333,-103.5,1294.0,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,0,1,0,0,0
540,34.2,1,1968,34.08333,-103.61667,1287.0,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,0,1,0,0,0
541,49.5,1,1968,34.08333,-103.51667,1282.0,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,0,1,0,0,0
542,16.2,1,1969,34.21667,-103.5,1238.0,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,0,1,0,0,0
543,34.7,1,1969,34.08333,-103.5,1294.0,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,0,1,0,0,0
544,24.8,1,1969,34.08333,-103.5,1294.0,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,0,1,0,0,0
545,405.8,1,1971,33.61667,-103.45,1306.0,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,0,1,0,0,0
546,4.9,1,1988,34.1,-103.48333,1288.0,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,0,1,0,0,0
547,2.1,1,1988,34.1,-103.48333,1288.0,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,0,1,0,0,0
548,13.9,1,1988,34.1,-103.48333,1288.0,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,0,1,0,0,0
549,4.8,1,1989,34.1,-103.48333,1288.0,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,0,1,0,0,0
550,2.3,1,1989,34.1,-103.48333,1288.0,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,0,1,0,0,0
551,5.3,1,1989,34.1,-103.48333,1288.0,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,0,1,0,0,0
552,9.8,1,1989,34.1,-103.48333,1288.0,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,0,1,0,0,0
553,288.0,1,1989,34.08333,-103.48333,1299.0,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,0,1,0,0,0
554,22.2,1,1990,34.08333,-103.51667,1282.0,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,0,1,0,0,0
555,258.0,1,1990,34.18333,-103.43333,1237.0,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,0,1,0,0,0
556,3.3,1,1992,34.08333,-103.5,1294.0,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,0,1,0,0,0
557,10.9,1,1992,34.08333,-103.5,1294.0,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,0,1,0,0,0
558,6.9,1,1992,34.08333,-103.5,1294.0,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,0,1,0,0,0
559,30.2,1,1993,34.1,-103.58333,1285.0,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,0,1,0,0,0
560,727.8,1,1968,34.05,-103.5,1309.0,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,0,1,0,0,0
