,mass (g),fall,year,reclat,reclong,elevation,FIPS,Area(sq.km),BARE,CROPL,FOREST,GRSL,SHRUBL,SPARSE_VEGETATION,URBAN,WATER,WETL,Achrondrite,Chrondrite,Iron,Mesosiderite,Pallasite
31,12700.0,1,1992,32.91217,-101.91866999999999,933,48,695662,0.32173056850000004,22.4841042032,12.810791549600001,27.9689619084,32.543053734299995,0.0377199809,2.1671262177,1.1316891820000001,0.5348226555,0,1,0,0,0
32,1360.0,1,1969,35.33333,-101.38333,1054,48,695662,0.32173056850000004,22.4841042032,12.810791549600001,27.9689619084,32.543053734299995,0.0377199809,2.1671262177,1.1316891820000001,0.5348226555,0,1,0,0,0
33,14900.0,1,1983,32.5,-102.03333,890,48,695662,0.32173056850000004,22.4841042032,12.810791549600001,27.9689619084,32.543053734299995,0.0377199809,2.1671262177,1.1316891820000001,0.5348226555,0,1,0,0,0
34,34300.0,1,1964,33.28333,-102.76666999999999,1116,48,695662,0.32173056850000004,22.4841042032,12.810791549600001,27.9689619084,32.543053734299995,0.0377199809,2.1671262177,1.1316891820000001,0.5348226555,0,1,0,0,0
35,700000.0,1,1917,34.11667,-101.78333,1032,48,695662,0.32173056850000004,22.4841042032,12.810791549600001,27.9689619084,32.543053734299995,0.0377199809,2.1671262177,1.1316891820000001,0.5348226555,0,1,0,0,0
36,1250.0,1,2010,34.18513,-101.70558,1024,48,695662,0.32173056850000004,22.4841042032,12.810791549600001,27.9689619084,32.543053734299995,0.0377199809,2.1671262177,1.1316891820000001,0.5348226555,0,1,0,0,0
37,6240.0,1,1961,33.53333,-99.61667,431,48,695662,0.32173056850000004,22.4841042032,12.810791549600001,27.9689619084,32.543053734299995,0.0377199809,2.1671262177,1.1316891820000001,0.5348226555,0,1,0,0,0
38,54900.0,1,1915,30.816670000000002,-97.05,139,48,695662,0.32173056850000004,22.4841042032,12.810791549600001,27.9689619084,32.543053734299995,0.0377199809,2.1671262177,1.1316891820000001,0.5348226555,0,1,0,0,0
39,118000.0,1,1937,32.5,-101.0,684,48,695662,0.32173056850000004,22.4841042032,12.810791549600001,27.9689619084,32.543053734299995,0.0377199809,2.1671262177,1.1316891820000001,0.5348226555,0,1,0,0,0
40,4600.0,1,1976,32.91722,-102.5,1007,48,695662,0.32173056850000004,22.4841042032,12.810791549600001,27.9689619084,32.543053734299995,0.0377199809,2.1671262177,1.1316891820000001,0.5348226555,0,1,0,0,0
41,758.2,1,1977,32.71667,-102.65,1010,48,695662,0.32173056850000004,22.4841042032,12.810791549600001,27.9689619084,32.543053734299995,0.0377199809,2.1671262177,1.1316891820000001,0.5348226555,0,1,0,0,0
42,5421.0,1,2008,32.700379999999996,-102.67268,1007,48,695662,0.32173056850000004,22.4841042032,12.810791549600001,27.9689619084,32.543053734299995,0.0377199809,2.1671262177,1.1316891820000001,0.5348226555,0,1,0,0,0
43,640.4,1,1999,32.71667,-102.65,1010,48,695662,0.32173056850000004,22.4841042032,12.810791549600001,27.9689619084,32.543053734299995,0.0377199809,2.1671262177,1.1316891820000001,0.5348226555,0,1,0,0,0
44,1192.7,1,1976,32.71667,-102.65,1010,48,695662,0.32173056850000004,22.4841042032,12.810791549600001,27.9689619084,32.543053734299995,0.0377199809,2.1671262177,1.1316891820000001,0.5348226555,0,1,0,0,0
45,3800.0,1,1977,34.26889,-101.64721999999999,1026,48,695662,0.32173056850000004,22.4841042032,12.810791549600001,27.9689619084,32.543053734299995,0.0377199809,2.1671262177,1.1316891820000001,0.5348226555,0,1,0,0,0
46,3027.0,1,1933,32.4,-102.58333,976,48,695662,0.32173056850000004,22.4841042032,12.810791549600001,27.9689619084,32.543053734299995,0.0377199809,2.1671262177,1.1316891820000001,0.5348226555,0,1,0,0,0
47,1892.0,1,1990,32.98333,-102.37833,998,48,695662,0.32173056850000004,22.4841042032,12.810791549600001,27.9689619084,32.543053734299995,0.0377199809,2.1671262177,1.1316891820000001,0.5348226555,0,1,0,0,0
48,1760.0,1,1961,32.55,-100.41667,666,48,695662,0.32173056850000004,22.4841042032,12.810791549600001,27.9689619084,32.543053734299995,0.0377199809,2.1671262177,1.1316891820000001,0.5348226555,0,1,0,0,0
49,26200.0,1,1937,36.4,-103.01666999999999,1420,48,695662,0.32173056850000004,22.4841042032,12.810791549600001,27.9689619084,32.543053734299995,0.0377199809,2.1671262177,1.1316891820000001,0.5348226555,0,1,0,0,0
50,6600.0,1,1974,33.21667,-102.63167,1082,48,695662,0.32173056850000004,22.4841042032,12.810791549600001,27.9689619084,32.543053734299995,0.0377199809,2.1671262177,1.1316891820000001,0.5348226555,0,1,0,0,0
51,175400.0,1,1889,30.3,-97.7,188,48,695662,0.32173056850000004,22.4841042032,12.810791549600001,27.9689619084,32.543053734299995,0.0377199809,2.1671262177,1.1316891820000001,0.5348226555,0,1,0,0,0
52,2300.0,1,1981,34.66667,-102.0,1131,48,695662,0.32173056850000004,22.4841042032,12.810791549600001,27.9689619084,32.543053734299995,0.0377199809,2.1671262177,1.1316891820000001,0.5348226555,0,1,0,0,0
53,8200.0,1,1915,29.2,-99.76666999999999,274,48,695662,0.32173056850000004,22.4841042032,12.810791549600001,27.9689619084,32.543053734299995,0.0377199809,2.1671262177,1.1316891820000001,0.5348226555,0,1,0,0,0
54,2000.0,1,1983,32.4,-101.95,852,48,695662,0.32173056850000004,22.4841042032,12.810791549600001,27.9689619084,32.543053734299995,0.0377199809,2.1671262177,1.1316891820000001,0.5348226555,0,1,0,0,0
55,13400.0,1,1955,34.95,-100.25,638,48,695662,0.32173056850000004,22.4841042032,12.810791549600001,27.9689619084,32.543053734299995,0.0377199809,2.1671262177,1.1316891820000001,0.5348226555,0,1,0,0,0
56,55000.0,1,1940,33.03333,-102.33333,991,48,695662,0.32173056850000004,22.4841042032,12.810791549600001,27.9689619084,32.543053734299995,0.0377199809,2.1671262177,1.1316891820000001,0.5348226555,0,1,0,0,0
57,3500.0,1,1957,28.95,-97.40278,85,48,695662,0.32173056850000004,22.4841042032,12.810791549600001,27.9689619084,32.543053734299995,0.0377199809,2.1671262177,1.1316891820000001,0.5348226555,0,1,0,0,0
58,877.0,0,1907,34.58333,-87.5,188,1,135767,0.189766099,10.1772646745,64.87214818449999,19.904489577,1.2225725537,0.0347645507,1.6597195122,1.7622864484,0.17698839989999998,0,1,0,0,0
59,17000.0,0,1970,36.00833,-95.15,255,40,181037,0.1222739114,24.412576282800003,16.2367914576,54.195749842299996,2.0961607013999997,0.021635369900000003,1.3564695506,1.4985474916,0.0597953924,0,1,0,0,0
60,5176.0,1,1994,35.405,-98.74889,507,40,181037,0.1222739114,24.412576282800003,16.2367914576,54.195749842299996,2.0961607013999997,0.021635369900000003,1.3564695506,1.4985474916,0.0597953924,0,1,0,0,0
61,6700.0,1,1965,36.81667,-101.90833,1092,40,181037,0.1222739114,24.412576282800003,16.2367914576,54.195749842299996,2.0961607013999997,0.021635369900000003,1.3564695506,1.4985474916,0.0597953924,0,1,0,0,0
62,1315.0,1,1918,36.58333,-100.2,729,40,181037,0.1222739114,24.412576282800003,16.2367914576,54.195749842299996,2.0961607013999997,0.021635369900000003,1.3564695506,1.4985474916,0.0597953924,0,1,0,0,0
63,8143.0,1,1965,36.346109999999996,-97.185,290,40,181037,0.1222739114,24.412576282800003,16.2367914576,54.195749842299996,2.0961607013999997,0.021635369900000003,1.3564695506,1.4985474916,0.0597953924,0,1,0,0,0
64,75000.0,1,1947,33.63333,-104.26666999999999,1186,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,0,1,0,0,0
65,13600.0,1,1938,32.9,-105.93333,1361,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,0,1,0,0,0
66,1800.0,1,1968,33.65167,-103.70833,1365,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,0,1,0,0,0
67,165.0,1,1997,31.82967,-107.3945,1222,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,0,1,0,0,0
68,276.0,1,1969,34.05,-103.55,1304,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,0,1,0,0,0
69,784.0,1,2009,32.22548,-107.90458999999998,1370,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,0,1,0,0,0
70,385.5,1,1968,33.79,-103.56333000000001,1347,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,0,1,0,0,0
71,19400.0,1,1936,36.33333,-104.05,1843,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,0,1,0,0,0
72,5116.0,1,1969,33.86333,-103.34666999999999,1314,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,0,1,0,0,0
73,1600.0,1,1933,32.73333,-103.1,1101,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,0,1,0,0,0
74,498.0,1,1988,32.03333,-103.15,909,35,314917,0.8425399047,2.8324911199000002,17.8194680455,24.9311266777,52.9468331982,0.0776561551,0.35153364789999997,0.11631286029999999,0.0820383908,0,1,0,0,0
